fullVisitorID,visitNumber,visitStartTime,socialEngagementType,channelGrouping
1695368345034757303,1,1470112840,Not Socially Engaged,Social
625481915509878217,2,1470086274,Not Socially Engaged,Social
3883427350764999490,1,1470080291,Not Socially Engaged,Social
0657069409429033180,1,1470054709,Not Socially Engaged,Social
2857437502918013493,1,1470041012,Not Socially Engaged,Social
6211193132567927423,1,1470108408,Not Socially Engaged,Social
3508738339227649691,1,1470116671,Not Socially Engaged,Social
1172811687454727418,1,1470086696,Not Socially Engaged,Social
0839628667412633510,1,1470063854,Not Socially Engaged,Social
9202201639498308332,1,1470061169,Not Socially Engaged,Social
2558540002822570320,1,1470061530,Not Socially Engaged,Social
2669245344272380459,1,1470088510,Not Socially Engaged,Social
5813332623556894546,1,1470053726,Not Socially Engaged,Social
5773287559977076020,1,1470040289,Not Socially Engaged,Social
7768702082988858382,1,1470068089,Not Socially Engaged,Social
1093090588655197774,1,1470040917,Not Socially Engaged,Social
0288239886234913234,1,1470038462,Not Socially Engaged,Social
4451038378553805213,1,1470045074,Not Socially Engaged,Social
8016283019267991827,1,1470093294,Not Socially Engaged,Social
8797105134646815597,1,1470055924,Not Socially Engaged,Social
0042083964115225554,1,1470051210,Not Socially Engaged,Social
5065430801543460130,1,1470043406,Not Socially Engaged,Social
3053719993562684315,1,1470071394,Not Socially Engaged,Social
9006137764424802037,1,1470085336,Not Socially Engaged,Social
3999264289129251252,1,1470040320,Not Socially Engaged,Social
2489200758526354134,1,1470040645,Not Socially Engaged,Social
0682935748502587819,1,1470049044,Not Socially Engaged,Social
9164186243890725026,1,1470084442,Not Socially Engaged,Social
3616491314110893756,1,1470119916,Not Socially Engaged,Social
1339057547270151222,1,1470040406,Not Socially Engaged,Social
3253651853272539416,1,1470075753,Not Socially Engaged,Social
9050669933021276168,1,1470043612,Not Socially Engaged,Social
2079240571198736666,1,1470116486,Not Socially Engaged,Social
2294702657655606625,1,1470109534,Not Socially Engaged,Social
3130905289738126983,1,1470103731,Not Socially Engaged,Social
887616129624175433,1,1470111641,Not Socially Engaged,Social
6018293379739226020,2,1470093830,Not Socially Engaged,Social
1094430802645200451,1,1470078149,Not Socially Engaged,Social
0682505114244009252,1,1470046282,Not Socially Engaged,Social
1587168278749165650,1,1470045865,Not Socially Engaged,Social
93247117283883434,1,1470071491,Not Socially Engaged,Social
555255688725948558,1,1470060032,Not Socially Engaged,Social
3078951812687611494,1,1470040751,Not Socially Engaged,Social
1822667241141828138,1,1470071249,Not Socially Engaged,Social
7154277987080329679,1,1470120908,Not Socially Engaged,Social
9486227257266224600,1,1470046938,Not Socially Engaged,Social
4532296965158457303,1,1470085079,Not Socially Engaged,Social
457214241626610394,1,1470115806,Not Socially Engaged,Social
9475218557205932703,1,1470066332,Not Socially Engaged,Social
7504889983163117126,1,1470105395,Not Socially Engaged,Social
3091639795759573425,1,1470114823,Not Socially Engaged,Social
9837978791217899377,1,1470088436,Not Socially Engaged,Social
6647309909049213206,1,1470091685,Not Socially Engaged,Social
8195001505868396741,1,1470107420,Not Socially Engaged,Social
0437133959846345774,1,1470048854,Not Socially Engaged,Social
4929550865690366154,1,1470103720,Not Socially Engaged,Social
1350324852240259946,2,1470056446,Not Socially Engaged,Social
7322635117605532717,4,1470100408,Not Socially Engaged,Social
4986010567032832644,1,1470097238,Not Socially Engaged,Social
7477561702457594445,1,1470074771,Not Socially Engaged,Social
24412857959273882,1,1470084204,Not Socially Engaged,Social
9555035232793636463,1,1470093749,Not Socially Engaged,Social
1925176185252781780,1,1470065834,Not Socially Engaged,Social
4308306428440772044,1,1470090828,Not Socially Engaged,Social
3024718569748039664,1,1470037559,Not Socially Engaged,Social
7184487151673046316,1,1470044965,Not Socially Engaged,Social
6654049146734718373,1,1470063391,Not Socially Engaged,Social
3051275176717293727,1,1470117192,Not Socially Engaged,Social
4929790064757999815,1,1470048502,Not Socially Engaged,Social
1495677183247170721,1,1470113059,Not Socially Engaged,Social
8296788127614611712,1,1470046884,Not Socially Engaged,Social
3715978902848327513,1,1470118714,Not Socially Engaged,Social
1932210341172383153,1,1470096964,Not Socially Engaged,Social
08799336118134333,1,1470057157,Not Socially Engaged,Social
0450412367579811585,1,1470085747,Not Socially Engaged,Social
5517621353235247073,2,1470097486,Not Socially Engaged,Social
5893678746287429244,1,1470045276,Not Socially Engaged,Social
8157902770827064364,1,1470088632,Not Socially Engaged,Social
1709529109999406361,1,1470048820,Not Socially Engaged,Social
5517621353235247073,1,1470068721,Not Socially Engaged,Social
8551077271351797351,1,1470099075,Not Socially Engaged,Social
7791775244006378690,1,1470041199,Not Socially Engaged,Social
0256969138030150513,1,1470059709,Not Socially Engaged,Social
8935864145581700646,3,1470066671,Not Socially Engaged,Social
597822212189713615,1,1470055688,Not Socially Engaged,Social
8738857132257941246,1,1470052510,Not Socially Engaged,Social
6230901238269019820,1,1470088824,Not Socially Engaged,Social
3082948927913895278,1,1470060624,Not Socially Engaged,Social
7746278488715410365,1,1470087435,Not Socially Engaged,Social
5475484100500416739,1,1470089685,Not Socially Engaged,Social
3648755406707989361,1,1470118459,Not Socially Engaged,Social
0541183904005115502,1,1470046158,Not Socially Engaged,Social
9943663531673570065,1,1470073803,Not Socially Engaged,Social
3849270960605514919,1,1470089153,Not Socially Engaged,Social
54770852795047271,1,1470116651,Not Socially Engaged,Social
7951900688405132460,1,1470071603,Not Socially Engaged,Social
9102741060017752319,2,1470053005,Not Socially Engaged,Social
9376975117153658474,1,1470058787,Not Socially Engaged,Social
4760235141189252609,1,1470120649,Not Socially Engaged,Social
7656587559912403821,1,1470066316,Not Socially Engaged,Social
9021696951412517458,1,1470108814,Not Socially Engaged,Social
8042741146307090456,1,1470062728,Not Socially Engaged,Social
8464773078373632970,1,1470082750,Not Socially Engaged,Social
3419669627861736862,1,1470115412,Not Socially Engaged,Social
0928745519437011970,1,1470046086,Not Socially Engaged,Social
513886866110565645,1,1470040946,Not Socially Engaged,Social
8774393352842610448,1,1470072620,Not Socially Engaged,Social
4563497354061145469,1,1470108343,Not Socially Engaged,Social
2219083861067234848,1,1470052486,Not Socially Engaged,Social
595119749679693320,2,1470104648,Not Socially Engaged,Social
5991228058547501344,1,1470051634,Not Socially Engaged,Social
6410673241613222128,1,1470110325,Not Socially Engaged,Social
6613768346308896515,1,1470039388,Not Socially Engaged,Social
6771919507730111732,1,1470056114,Not Socially Engaged,Social
4048366522770228816,1,1470077513,Not Socially Engaged,Social
1502413680674337747,1,1470038422,Not Socially Engaged,Social
8126641317511045537,1,1470067930,Not Socially Engaged,Social
1619872195970328102,1,1470112532,Not Socially Engaged,Social
9694501276331431503,1,1470045048,Not Socially Engaged,Social
0014659935183303341,1,1470037282,Not Socially Engaged,Social
2133194745753212880,1,1470073543,Not Socially Engaged,Social
2816859265741542730,1,1470056255,Not Socially Engaged,Social
4429356676245613649,2,1470039780,Not Socially Engaged,Social
0287510927831363599,2,1470114851,Not Socially Engaged,Social
0384906281804405327,1,1470082920,Not Socially Engaged,Social
0692355001768213534,1,1470109899,Not Socially Engaged,Social
2867973540673774992,1,1470077377,Not Socially Engaged,Social
1973141857570929749,1,1470060037,Not Socially Engaged,Social
2645609099951382287,1,1470063556,Not Socially Engaged,Social
1314497717166228426,1,1470067557,Not Socially Engaged,Social
0080760683323142499,1,1470058116,Not Socially Engaged,Social
6000761869466133065,1,1470055418,Not Socially Engaged,Social
7470951958509199514,1,1470086320,Not Socially Engaged,Social
7184487151673046316,2,1470062104,Not Socially Engaged,Social
3059431403856583524,1,1470054711,Not Socially Engaged,Social
2495723586080643308,1,1470092818,Not Socially Engaged,Social
5378542857601113620,1,1470057750,Not Socially Engaged,Social
0566407148965152958,1,1470065318,Not Socially Engaged,Social
4884455476818280849,1,1470061009,Not Socially Engaged,Social
1851976036680654743,1,1470090411,Not Socially Engaged,Social
6708319017967328300,1,1470079738,Not Socially Engaged,Social
5736350478420662495,1,1470095345,Not Socially Engaged,Social
0111906821496162306,1,1470088720,Not Socially Engaged,Social
8012683933611035744,1,1470042669,Not Socially Engaged,Social
0179101093805446612,1,1470090882,Not Socially Engaged,Social
2759203598427661079,1,1470062210,Not Socially Engaged,Social
2255577648563142460,1,1470049620,Not Socially Engaged,Social
010194374190315829,1,1470118167,Not Socially Engaged,Social
5729477924073780852,1,1470045956,Not Socially Engaged,Social
5334700241944481702,1,1470064920,Not Socially Engaged,Social
858930805180682097,1,1470052482,Not Socially Engaged,Social
0782782526666082987,2,1470069614,Not Socially Engaged,Social
3835585973945783512,1,1470114254,Not Socially Engaged,Social
1158938362149036198,1,1470040426,Not Socially Engaged,Social
3022340584412499283,1,1470073966,Not Socially Engaged,Social
3086058526760540706,1,1470106163,Not Socially Engaged,Social
9297654036665552990,2,1470117863,Not Socially Engaged,Social
9835570265455272338,1,1470059544,Not Socially Engaged,Social
0123202277034902712,1,1470063118,Not Socially Engaged,Social
2090456244473009269,1,1470120677,Not Socially Engaged,Social
1815355298576516673,1,1470109594,Not Socially Engaged,Social
7784757853442651756,1,1470112344,Not Socially Engaged,Social
995111825143782124,1,1470079830,Not Socially Engaged,Social
1232672009879117944,1,1470090647,Not Socially Engaged,Social
5652022620268624563,1,1470065164,Not Socially Engaged,Social
8069825646783628399,1,1470095682,Not Socially Engaged,Social
8783794487946811714,1,1470106487,Not Socially Engaged,Social
1824100406848224588,1,1470117732,Not Socially Engaged,Social
0627106172682736405,1,1470110330,Not Socially Engaged,Social
8197462018776949649,1,1470088202,Not Socially Engaged,Social
5372722797469816494,1,1470095683,Not Socially Engaged,Social
090388644681259327,1,1470097996,Not Socially Engaged,Social
8950752670468470880,1,1470086581,Not Socially Engaged,Social
6256902362089067902,1,1470097985,Not Socially Engaged,Social
534090547211274014,1,1470074834,Not Socially Engaged,Social
197268420725905111,1,1470119193,Not Socially Engaged,Organic Search
5888378395111290244,1,1470117202,Not Socially Engaged,Direct
311728372018703952,1,1470111315,Not Socially Engaged,Direct
542056571636185785,1,1470067727,Not Socially Engaged,Direct
7233056391383603654,2,1470065750,Not Socially Engaged,Organic Search
3488053850670143533,1,1470081800,Not Socially Engaged,Organic Search
3097568124986562087,4,1470064031,Not Socially Engaged,Direct
1685602050096206247,9,1470049759,Not Socially Engaged,Direct
1623220960837677586,1,1470088675,Not Socially Engaged,Direct
1333690623776707769,1,1470093252,Not Socially Engaged,Direct
6107229716178617930,1,1470094529,Not Socially Engaged,Referral
3867671661659082968,1,1470059931,Not Socially Engaged,Direct
6004618674730269918,1,1470085094,Not Socially Engaged,Direct
7195966922741455630,1,1470036498,Not Socially Engaged,Direct
2734810493655863326,2,1470077208,Not Socially Engaged,Organic Search
6366316989927168370,5,1470094737,Not Socially Engaged,Referral
906139263149526246,1,1470069362,Not Socially Engaged,Direct
1221683911086263327,1,1470086230,Not Socially Engaged,Direct
2638567429374804927,1,1470116120,Not Socially Engaged,Direct
7783419426759984284,1,1470095227,Not Socially Engaged,Direct
391832147797559559,1,1470049548,Not Socially Engaged,Direct
8499733145178444169,1,1470047511,Not Socially Engaged,Direct
2664056318278431156,1,1470090216,Not Socially Engaged,Direct
0539413992997139766,2,1470111223,Not Socially Engaged,Direct
9944115594178770946,14,1470095306,Not Socially Engaged,Direct
9332940312639228882,1,1470043754,Not Socially Engaged,Organic Search
4842874549492287552,1,1470047327,Not Socially Engaged,Direct
8231985909853434992,1,1470053912,Not Socially Engaged,Direct
4652287826732444235,24,1470058697,Not Socially Engaged,Direct
1586868266476732175,1,1470078737,Not Socially Engaged,Direct
6449391852916941365,1,1470075217,Not Socially Engaged,Direct
796776238303447639,2,1470065461,Not Socially Engaged,Organic Search
476419139818968912,1,1470059343,Not Socially Engaged,Direct
2040429609628789402,5,1470113921,Not Socially Engaged,Direct
4519579316106061221,1,1470074179,Not Socially Engaged,Direct
1416501495461232400,1,1470108073,Not Socially Engaged,Direct
0948227249440399192,1,1470062702,Not Socially Engaged,Direct
0233470704323760007,12,1470045423,Not Socially Engaged,Direct
3259411844793303374,1,1470079381,Not Socially Engaged,Direct
3652538119409785696,1,1470093488,Not Socially Engaged,Direct
7180771470273032233,1,1470037369,Not Socially Engaged,Direct
4597308409158508498,1,1470067081,Not Socially Engaged,Direct
1768021879618184521,1,1470065409,Not Socially Engaged,Direct
4125846441958941515,1,1470109530,Not Socially Engaged,Direct
8347572489346024612,1,1470101414,Not Socially Engaged,Direct
9333275846835376480,1,1470063556,Not Socially Engaged,Organic Search
9405012143119882566,1,1470087618,Not Socially Engaged,Direct
4652287826732444235,26,1470071216,Not Socially Engaged,Direct
9234156111722725905,2,1470035429,Not Socially Engaged,Direct
0578484710847149395,1,1470059220,Not Socially Engaged,Direct
8942907331325175738,1,1470110765,Not Socially Engaged,Affiliates
7272603699024978497,2,1470083980,Not Socially Engaged,Organic Search
188467669290923231,1,1470095313,Not Socially Engaged,Referral
5186861455885306495,1,1470068817,Not Socially Engaged,Direct
7204296105950946324,1,1470084966,Not Socially Engaged,Direct
5765613965607610163,1,1470069939,Not Socially Engaged,Direct
0975199857190033636,1,1470088005,Not Socially Engaged,Display
4052177266351383392,1,1470111093,Not Socially Engaged,Direct
1992186447841680750,2,1470091715,Not Socially Engaged,Direct
3483578416163230629,1,1470062737,Not Socially Engaged,Organic Search
3121470346610517012,1,1470060006,Not Socially Engaged,Direct
4652287826732444235,23,1470056313,Not Socially Engaged,Direct
7273185834724919018,1,1470075722,Not Socially Engaged,Direct
6668699823160749167,1,1470063676,Not Socially Engaged,Direct
2971589585119137431,1,1470089301,Not Socially Engaged,Organic Search
4783706315047752370,1,1470062651,Not Socially Engaged,Direct
3162605645011029759,1,1470041361,Not Socially Engaged,Referral
5833561444608362232,1,1470047165,Not Socially Engaged,Direct
079785550312480399,2,1470103322,Not Socially Engaged,Direct
8884488727640389565,1,1470098493,Not Socially Engaged,Direct
0512157711741253330,19,1470069655,Not Socially Engaged,Paid Search
2361382689624783664,1,1470079454,Not Socially Engaged,Organic Search
426334503418339249,1,1470043580,Not Socially Engaged,Direct
6336947347957369770,1,1470078700,Not Socially Engaged,Direct
364531667078624724,1,1470084889,Not Socially Engaged,Direct
8807827905511003249,1,1470070094,Not Socially Engaged,Direct
7180275614450996653,1,1470088139,Not Socially Engaged,Direct
8113673224304423345,1,1470088628,Not Socially Engaged,Organic Search
9906757708231207408,1,1470103444,Not Socially Engaged,Direct
5020449789759541117,1,1470050814,Not Socially Engaged,Direct
5220081523633286580,1,1470055640,Not Socially Engaged,Direct
1244181925096404728,1,1470083853,Not Socially Engaged,Organic Search
4948931523491427211,1,1470057928,Not Socially Engaged,Organic Search
4943724707143454002,1,1470074332,Not Socially Engaged,Referral
5408757094730735604,1,1470039998,Not Socially Engaged,Direct
1338868737448099505,1,1470044680,Not Socially Engaged,Direct
5216871142837129848,1,1470091554,Not Socially Engaged,Direct
6068822397105790135,1,1470091705,Not Socially Engaged,Direct
0512157711741253330,17,1470069653,Not Socially Engaged,Paid Search
7209704949625703251,3,1470089369,Not Socially Engaged,Paid Search
6758157348271262903,1,1470051234,Not Socially Engaged,Organic Search
5462604146899553341,1,1470066018,Not Socially Engaged,Direct
5468111842100914639,1,1470069915,Not Socially Engaged,Referral
7365587847961481243,1,1470089632,Not Socially Engaged,Organic Search
1989078065641173736,1,1470037420,Not Socially Engaged,Direct
7702887595038220497,1,1470066778,Not Socially Engaged,Direct
8523047204257412218,1,1470057978,Not Socially Engaged,Direct
7403418739058603889,1,1470105605,Not Socially Engaged,Direct
4142792746224821185,1,1470043952,Not Socially Engaged,Direct
4450011993608795253,1,1470073796,Not Socially Engaged,Organic Search
9767128755424990396,1,1470094635,Not Socially Engaged,Referral
3424885272218138036,1,1470089593,Not Socially Engaged,Direct
2023230048919746133,1,1470071892,Not Socially Engaged,Direct
2450602019453041409,1,1470094481,Not Socially Engaged,Direct
893148638848434176,1,1470118400,Not Socially Engaged,Direct
2418639785325617071,1,1470052924,Not Socially Engaged,Direct
1081139066205636478,1,1470042976,Not Socially Engaged,Direct
5692101275868168807,1,1470077744,Not Socially Engaged,Organic Search
8518736572243003083,2,1470082924,Not Socially Engaged,Referral
7595452521537632742,10,1470059895,Not Socially Engaged,Direct
1498131993201949523,9,1470106125,Not Socially Engaged,Organic Search
3083392203472914734,1,1470115060,Not Socially Engaged,Organic Search
2282779651086596448,1,1470063481,Not Socially Engaged,Organic Search
1685602050096206247,10,1470108791,Not Socially Engaged,Direct
8315566408611847400,3,1470059953,Not Socially Engaged,Direct
4005479203420016741,1,1470054385,Not Socially Engaged,Direct
726716959010194520,1,1470103875,Not Socially Engaged,Direct
7010293814475229513,1,1470049239,Not Socially Engaged,Direct
5414445215073031471,1,1470073114,Not Socially Engaged,Direct
155382455717322440,1,1470064807,Not Socially Engaged,Direct
5285909961694511050,1,1470069195,Not Socially Engaged,Organic Search
3204977659528391251,1,1470038276,Not Socially Engaged,Direct
1610784985399282869,1,1470093422,Not Socially Engaged,Direct
0068219692889395306,1,1470080107,Not Socially Engaged,Direct
4652287826732444235,25,1470065576,Not Socially Engaged,Direct
5628482334003706355,1,1470093925,Not Socially Engaged,Direct
4401382581757781,1,1470096928,Not Socially Engaged,Direct
2676803576343975794,1,1470083725,Not Socially Engaged,Organic Search
1919221904694879983,1,1470055630,Not Socially Engaged,Direct
4384864789216760736,1,1470073172,Not Socially Engaged,Direct
2636107084457150438,1,1470092474,Not Socially Engaged,Direct
3126038196679003379,1,1470070654,Not Socially Engaged,Direct
302697950540819161,1,1470093873,Not Socially Engaged,Direct
7977960939819997652,1,1470081096,Not Socially Engaged,Affiliates
9409735706170093089,1,1470079128,Not Socially Engaged,Direct
3749537503973982470,1,1470086199,Not Socially Engaged,Paid Search
7492544341773247322,1,1470113711,Not Socially Engaged,Direct
649784964461836294,1,1470095307,Not Socially Engaged,Direct
9776692192051678187,1,1470073203,Not Socially Engaged,Direct
2973902145014289149,1,1470052321,Not Socially Engaged,Direct
4757151207311859905,1,1470062801,Not Socially Engaged,Direct
8139772740148979756,1,1470063578,Not Socially Engaged,Referral
1725449566279895303,1,1470105269,Not Socially Engaged,Direct
2308841794297013914,2,1470070023,Not Socially Engaged,Direct
9503909815703534417,1,1470114813,Not Socially Engaged,Referral
1308253240518311498,1,1470062922,Not Socially Engaged,Direct
9784245170686568780,1,1470074022,Not Socially Engaged,Direct
5761600662292757982,1,1470053485,Not Socially Engaged,Direct
2798490856916259678,1,1470071861,Not Socially Engaged,Referral
2863393495106393918,1,1470055426,Not Socially Engaged,Organic Search
7633141072508257313,1,1470096003,Not Socially Engaged,Direct
1727250443336990005,1,1470109811,Not Socially Engaged,Direct
0036734869235166970,1,1470049201,Not Socially Engaged,Direct
9923115678580928474,1,1470074536,Not Socially Engaged,Organic Search
0634817412526733144,1,1470099761,Not Socially Engaged,Direct
4475992693303749595,1,1470109669,Not Socially Engaged,Direct
8443152750706781913,2,1470076252,Not Socially Engaged,Direct
384088448748841648,2,1470092714,Not Socially Engaged,Referral
8430240768850820716,7,1470066464,Not Socially Engaged,Referral
5375690402753857650,1,1470099528,Not Socially Engaged,Direct
6952119042958975545,1,1470044619,Not Socially Engaged,Organic Search
0238278900894838748,1,1470073228,Not Socially Engaged,Direct
8585173466315759215,2,1470078120,Not Socially Engaged,Referral
2497404271902135456,1,1470094424,Not Socially Engaged,Direct
5946672336805397304,38,1470074858,Not Socially Engaged,Direct
4652287826732444235,22,1470053579,Not Socially Engaged,Direct
1492602573213666603,1,1470044332,Not Socially Engaged,Direct
6709605006830148657,1,1470065022,Not Socially Engaged,Direct
861704224604980653,2,1470115540,Not Socially Engaged,Referral
9386916489511923911,1,1470066066,Not Socially Engaged,Direct
3523326200557497005,1,1470067087,Not Socially Engaged,Direct
9053860080697914688,1,1470071566,Not Socially Engaged,Direct
9880469203491713273,5,1470069147,Not Socially Engaged,Referral
4652287826732444235,27,1470079360,Not Socially Engaged,Direct
0965798441866044574,1,1470075595,Not Socially Engaged,Organic Search
6938457584786898565,1,1470109975,Not Socially Engaged,Direct
9156455213751523745,1,1470052319,Not Socially Engaged,Direct
7897082449499228899,1,1470081236,Not Socially Engaged,Direct
9631957696577184381,1,1470047550,Not Socially Engaged,Organic Search
0225180756322086961,1,1470088092,Not Socially Engaged,Direct
6183112800600231303,1,1470042292,Not Socially Engaged,Direct
2488464858794430073,1,1470077489,Not Socially Engaged,Direct
6232830708442381025,1,1470052791,Not Socially Engaged,Direct
8864185487518136103,1,1470073615,Not Socially Engaged,Direct
1007671272242791999,1,1470056766,Not Socially Engaged,Organic Search
2935188294263182152,1,1470063285,Not Socially Engaged,Direct
350163692909705652,4,1470063432,Not Socially Engaged,Referral
2797836219124187807,1,1470104875,Not Socially Engaged,Direct
1194014264023391501,1,1470061644,Not Socially Engaged,Direct
4539726134771771711,1,1470056635,Not Socially Engaged,Organic Search
8460830690164908023,2,1470063172,Not Socially Engaged,Direct
143953260196124648,6,1470109632,Not Socially Engaged,Direct
292215863796392689,1,1470079328,Not Socially Engaged,Direct
1657243834688898976,1,1470086401,Not Socially Engaged,Direct
893751538499573956,1,1470077326,Not Socially Engaged,Direct
8652973185415391602,1,1470082137,Not Socially Engaged,Organic Search
5120984078580018049,1,1470060837,Not Socially Engaged,Direct
1938701249830982521,1,1470060672,Not Socially Engaged,Direct
7968659321982517566,1,1470104222,Not Socially Engaged,Direct
9919775020461223195,28,1470079268,Not Socially Engaged,Organic Search
5641813888175115996,2,1470074954,Not Socially Engaged,Direct
9998494082757181208,1,1470072494,Not Socially Engaged,Direct
3232063550698301055,1,1470101099,Not Socially Engaged,Organic Search
2040429609628789402,4,1470098760,Not Socially Engaged,Direct
8090884101253732531,1,1470052902,Not Socially Engaged,Direct
769388239918029956,6,1470066366,Not Socially Engaged,Referral
3779933771588936390,4,1470074472,Not Socially Engaged,Referral
4246577391598151598,4,1470068120,Not Socially Engaged,Paid Search
3311149337757194338,1,1470042867,Not Socially Engaged,Direct
1092278015021050527,1,1470086293,Not Socially Engaged,Direct
2213191339240555860,104,1470085295,Not Socially Engaged,Referral
1447660470458840050,1,1470057240,Not Socially Engaged,Direct
7772079039007468977,1,1470077455,Not Socially Engaged,Affiliates
7394165545362887055,3,1470044425,Not Socially Engaged,Direct
4408040426075161227,1,1470063377,Not Socially Engaged,Direct
1110352826809718840,1,1470116395,Not Socially Engaged,Direct
4625303162432050331,1,1470042866,Not Socially Engaged,Direct
9066503657481474837,1,1470116986,Not Socially Engaged,Direct
4187677473228128704,1,1470044629,Not Socially Engaged,Organic Search
2347241930366920544,1,1470066905,Not Socially Engaged,Direct
9573262732534488684,1,1470104513,Not Socially Engaged,Direct
5570055668173869692,1,1470054310,Not Socially Engaged,Direct
1709298781580419163,1,1470089851,Not Socially Engaged,Direct
143953260196124648,5,1470035292,Not Socially Engaged,Direct
151583202631753728,3,1470048734,Not Socially Engaged,Direct
1315737692752879214,1,1470077913,Not Socially Engaged,Direct
4991561811018569723,1,1470074391,Not Socially Engaged,Direct
8842322787175138234,1,1470075625,Not Socially Engaged,Direct
2873642522152808731,1,1470077461,Not Socially Engaged,Direct
5403925969319345361,1,1470085251,Not Socially Engaged,Direct
4578640586284138624,13,1470095355,Not Socially Engaged,Direct
5202567874210594297,96,1470039423,Not Socially Engaged,Referral
6554972514486895793,1,1470102105,Not Socially Engaged,Direct
3248367829168596609,1,1470087184,Not Socially Engaged,Referral
9432675398065035916,1,1470041267,Not Socially Engaged,Direct
5651861763705720283,1,1470101755,Not Socially Engaged,Organic Search
2169084821001691064,1,1470071703,Not Socially Engaged,Direct
711432706839362141,1,1470085135,Not Socially Engaged,Referral
6680094089236180217,1,1470090861,Not Socially Engaged,Direct
7965130316907003624,2,1470061364,Not Socially Engaged,Referral
5699405593618370086,1,1470067016,Not Socially Engaged,Direct
6850060881061117685,2,1470083120,Not Socially Engaged,Referral
7221578135604575591,1,1470073580,Not Socially Engaged,Direct
5055318098307741379,1,1470036672,Not Socially Engaged,Direct
1685602050096206247,11,1470117980,Not Socially Engaged,Direct
0284225352837835895,1,1470087521,Not Socially Engaged,Organic Search
4703900907627844850,2,1470066190,Not Socially Engaged,Organic Search
8265862694719602421,1,1470035742,Not Socially Engaged,Referral
3061442843679452103,1,1470053475,Not Socially Engaged,Direct
6953748995972109762,1,1470046817,Not Socially Engaged,Direct
5472469664923481625,1,1470111853,Not Socially Engaged,Direct
3030113936939242666,1,1470069393,Not Socially Engaged,Direct
4908197409515839782,1,1470120003,Not Socially Engaged,Direct
5883538692283076770,1,1470053779,Not Socially Engaged,Direct
3746959242497212747,1,1470121084,Not Socially Engaged,Direct
2013012615043078799,1,1470106364,Not Socially Engaged,Direct
9837097202588520944,1,1470057670,Not Socially Engaged,Organic Search
3965109796773872685,1,1470075331,Not Socially Engaged,Direct
2213191339240555860,105,1470088653,Not Socially Engaged,Referral
4850600942134994335,1,1470090531,Not Socially Engaged,Organic Search
3693373653741415346,1,1470075949,Not Socially Engaged,Direct
002855959112934473,1,1470041442,Not Socially Engaged,Direct
3097977841301344292,1,1470093811,Not Socially Engaged,Direct
2159622139970106281,1,1470071643,Not Socially Engaged,Direct
831529806811845971,113,1470089232,Not Socially Engaged,Organic Search
6052333928516105307,1,1470097433,Not Socially Engaged,Direct
5383719560294566090,1,1470089859,Not Socially Engaged,Direct
8297839629703521359,1,1470076577,Not Socially Engaged,Referral
6367267394223441622,1,1470100692,Not Socially Engaged,Direct
073493434876149875,1,1470102721,Not Socially Engaged,Direct
0241637905936274121,1,1470079501,Not Socially Engaged,Organic Search
7949071502503761007,1,1470046889,Not Socially Engaged,Direct
16454217945357461,2,1470099202,Not Socially Engaged,Referral
3563131925654510207,1,1470073909,Not Socially Engaged,Direct
3005621515077986929,2,1470097390,Not Socially Engaged,Organic Search
7570839752888809028,1,1470085575,Not Socially Engaged,Direct
3705338764625512665,22,1470068696,Not Socially Engaged,Referral
7373456526061393285,1,1470076712,Not Socially Engaged,Direct
7948761008238376653,1,1470113302,Not Socially Engaged,Direct
9459384188253198762,1,1470079413,Not Socially Engaged,Direct
4309210728912777629,1,1470101529,Not Socially Engaged,Referral
1020318604011294023,1,1470051482,Not Socially Engaged,Organic Search
1091402562926705962,1,1470053612,Not Socially Engaged,Affiliates
163871097857735731,1,1470116267,Not Socially Engaged,Direct
1925600224127308411,1,1470074162,Not Socially Engaged,Direct
2883953341277777482,4,1470048780,Not Socially Engaged,Direct
842695415836236209,1,1470047035,Not Socially Engaged,Direct
6336201826525833700,2,1470108661,Not Socially Engaged,Direct
2297000571387202062,1,1470096443,Not Socially Engaged,Direct
2883953341277777482,3,1470044683,Not Socially Engaged,Direct
7294782993191958078,1,1470102228,Not Socially Engaged,Organic Search
5874622223792422534,1,1470084913,Not Socially Engaged,Display
3896017612841392267,1,1470109984,Not Socially Engaged,Direct
2898891108701526100,2,1470116071,Not Socially Engaged,Referral
418865663414800452,1,1470072710,Not Socially Engaged,Referral
4278704657257301492,1,1470077059,Not Socially Engaged,Organic Search
2530837614427752394,3,1470063514,Not Socially Engaged,Paid Search
7336111418356994091,1,1470054474,Not Socially Engaged,Direct
558694916414120794,1,1470067148,Not Socially Engaged,Direct
4942265173689980027,1,1470044633,Not Socially Engaged,Organic Search
2345152707971951989,1,1470066764,Not Socially Engaged,Direct
4615221069044086746,1,1470103763,Not Socially Engaged,Direct
0888352802978309784,1,1470073493,Not Socially Engaged,Direct
831529806811845971,114,1470098215,Not Socially Engaged,Organic Search
5751009969575920290,1,1470106674,Not Socially Engaged,Direct
6790196912687943685,1,1470089158,Not Socially Engaged,Direct
6918155864256739565,1,1470111184,Not Socially Engaged,Organic Search
5076747981380011349,1,1470035170,Not Socially Engaged,Direct
1996019318296556470,1,1470118934,Not Socially Engaged,Direct
6091712405716575101,1,1470056335,Not Socially Engaged,Direct
